city_code;city;town_code;town
64;USAK;NULL;GÖLBASI
64;USAK;1436;KARAHALLI
64;USAK;1704;MERKEZ
64;USAK;1629;SIVASLI
65;VAN;1770;BAHÇESARAY
65;VAN;1175;BASKALE
65;VAN;1786;ÇALDIRAN
65;VAN;1236;ÇATAK
65;VAN;1309;ERCIS
65;VAN;1350;GEVAS
65;VAN;NULL;GÖLBASI
65;VAN;1372;GÜRPINAR
65;VAN;1710;MERKEZ
65;VAN;1533;MURADIYE
65;VAN;1565;ÖZALP
66;YOZGAT;1117;AKDAGMADENI
66;YOZGAT;1198;BOGAZLIYAN
66;YOZGAT;1895;ÇANDIR
66;YOZGAT;1242;ÇAYIRALAN
66;YOZGAT;1245;ÇEKEREK
66;YOZGAT;NULL;GÖLBASI
66;YOZGAT;1952;KADISEHRI
66;YOZGAT;1733;MERKEZ
66;YOZGAT;1982;SARAYKENT
66;YOZGAT;1602;SARIKAYA
66;YOZGAT;1655;SEFAATLI
66;YOZGAT;1635;SORGUN
66;YOZGAT;1998;YENIFAKILI
66;YOZGAT;1726;YERKÖY
67;ZONGULDAK;1758;ALAPLI
67;ZONGULDAK;1240;ÇAYCUMA
67;ZONGULDAK;1276;DEVREK
67;ZONGULDAK;1926;GÖKÇEBEY
67;ZONGULDAK;NULL;GÖLBASI
67;ZONGULDAK;1741;MERKEZ
68;AKSARAY;1860;AGAÇÖREN
68;AKSARAY;1921;ESKIL
68;AKSARAY;1932;GÜLAGAÇ
68;AKSARAY;1861;GÜZELYURT
68;AKSARAY;1120;MERKEZ
68;AKSARAY;1557;ORTAKÖY
68;AKSARAY;1866;SARIYAHSI
69;BAYBURT;1767;AYDINTEPE
69;BAYBURT;1788;DEMIRÖZÜ
69;BAYBURT;1176;MERKEZ
70;KARAMAN;1768;AYRANCI
70;KARAMAN;1884;BASYAYLA
70;KARAMAN;1316;ERMENEK
70;KARAMAN;1862;KAZIMKARABEKIR
70;KARAMAN;1439;MERKEZ
70;KARAMAN;1983;SARIVELILER
71;KIRIKKALE;1880;BAHSILI
71;KIRIKKALE;1882;BALISEYH
71;KIRIKKALE;1901;ÇELEBI
71;KIRIKKALE;1268;DELICE
71;KIRIKKALE;1954;KARAKEÇILI
71;KIRIKKALE;1463;KESKIN
71;KIRIKKALE;1469;MERKEZ
71;KIRIKKALE;1638;SULAKYURT
71;KIRIKKALE;1992;YAHSIHAN
72;BATMAN;1184;BESIRI
72;BATMAN;1345;GERCÜS
72;BATMAN;1941;HASANKEYF
72;BATMAN;1487;KOZLUK
72;BATMAN;1174;MERKEZ
72;BATMAN;1607;SASON
73;SIRNAK;1189;BEYTÜSSEBAP
73;SIRNAK;1223;CIZRE
73;SIRNAK;1931;GÜÇLÜKONAK
73;SIRNAK;1403;IDIL
73;SIRNAK;1661;MERKEZ
73;SIRNAK;1623;SILOPI
73;SIRNAK;1698;ULUDERE
74;BARTIN;1761;AMASRA
74;BARTIN;1496;KURUCASILE
74;BARTIN;1172;MERKEZ
74;BARTIN;1701;ULUS
75;ARDAHAN;1252;ÇILDIR
75;ARDAHAN;2008;DAMAL
75;ARDAHAN;1356;GÖLE
75;ARDAHAN;1380;HANAK
75;ARDAHAN;1144;MERKEZ
75;ARDAHAN;1579;POSOF
76;IGDIR;1142;ARALIK
76;IGDIR;2011;KARAKOYUNLU
76;IGDIR;1398;MERKEZ
76;IGDIR;1692;TUZLUCA
77;YALOVA;2019;ALTINOVA
77;YALOVA;2020;ARMUTLU
77;YALOVA;2022;ÇIFTLIKKÖY
77;YALOVA;2021;ÇINARCIK
77;YALOVA;1716;MERKEZ
77;YALOVA;2026;TERMAL
78;KARABÜK;1296;EFLANI
78;KARABÜK;1321;ESKIPAZAR
78;KARABÜK;NULL;GÖLBASI
78;KARABÜK;1433;MERKEZ
78;KARABÜK;1587;SAFRANBOLU
79;KILIS;2023;ELBEYLI
79;KILIS;1476;MERKEZ
79;KILIS;2024;MUSABEYLI
79;KILIS;2025;POLATELI
80;OSMANIYE;1165;BAHÇE
80;OSMANIYE;1743;DÜZIÇI
80;OSMANIYE;2027;HASANBEYLI
80;OSMANIYE;1423;KADIRLI
80;OSMANIYE;1560;MERKEZ
80;OSMANIYE;2028;SUMBAS
80;OSMANIYE;2029;TOPRAKKALE
81;DÜZCE;1116;AKÇAKOCA
81;DÜZCE;1905;ÇILIMLI
81;DÜZCE;1784;CUMAYERI
81;DÜZCE;1794;GÖLYAKA
81;DÜZCE;2017;GÜMÜSOVA
81;DÜZCE;2031;KAYNASLI
81;DÜZCE;1292;MERKEZ
81;DÜZCE;1730;YIGILCA
